wrapper=639583 pytest_pid=639583
5	38896	3	11	1	17788404	
10	38560	2	11	1	17650120	
15	38560	2	11	1	17526680	
20	38560	2	11	1	17442056	
25	38560	2	11	1	17359580	tests/local_bench/test_local_bench.py::test_deadline_also_covers_child_that_never_reads_large_stdin 
30	38560	2	11	1	17490532	tests/test_adhoc_switch.py::test_own_current_branch_stays_idempotent_success 
35	38560	2	11	1	17517488	tests/test_api.py::TestTaskProjectIdentity::test_create_defaults_to_callers_mapped_scope 
40	38560	2	11	1	17840128	tests/test_api.py::TestBugReports::test_concurrent_large_and_subprocess_records_are_complete 
45	38560	2	11	1	17835244	tests/test_api.py::test_merge_switch_exception_stays_merge_success_and_keeps_quarantine 
50	38560	2	11	1	17635832	tests/test_api.py::TestChangeScopeEndpoint::test_403_unsafe_path 
55	38560	2	11	1	17647260	tests/test_artifacts_browser.py::test_t3_chromium_keeps_active_html_in_the_sandboxed_child 
60	38560	2	11	1	17752696	tests/test_auto_report_undelivered.py::test_successful_auto_report_leaves_no_record 
65	38560	2	11	1	17737108	tests/test_backend_grok.py::test_mcp_canary_handshake_rejects_same_name_impostor 
70	38560	2	11	1	17746408	tests/test_bg_jobs.py::TestCronCommand::test_empty_output_never_wakes_even_if_regex_matches_empty 
75	38560	2	11	1	17759392	tests/test_bug_report_notify.py::test_platform_owner_is_notified 
81	38560	2	11	1	17694088	tests/test_charts.py::test_directory_is_pruned_to_keep 
86	38560	2	11	1	17736892	tests/test_codex_review_artifact.py::test_old_cli_without_usage_arguments_preserves_review_and_exits_zero 
91	38560	2	11	1	17570900	tests/test_connection_recovery.py::test_recovery_isolates_failure_and_can_run_again[chat_reset] 
96	38560	2	11	1	17375416	tests/test_connection_recovery.py::test_chat_contracts_without_live_server[test_load_more_increases_visible_cards] 
101	38560	2	11	1	17523836	tests/test_db_connection_ownership.py::test_reads_release_file_descriptors_without_gc 
106	38560	2	11	1	17606456	tests/test_fan_barrier_gates.py::test_send_payload_without_message_kind_still_works 
111	38560	2	11	1	17448328	tests/test_frontend.py::test_dashboard_loads 
116	38560	2	11	1	17175148	tests/test_frontend.py::test_model_xml_is_displayed_without_execution_verdict 
121	38560	2	11	1	17263140	tests/test_frontend.py::test_photo_batch_renders_as_compact_expandable_gallery 
126	38560	2	11	1	17156372	tests/test_frontend.py::test_pasted_image_previews_use_one_bounded_square_size 
131	38560	2	11	1	16869520	tests/test_frontend.py::test_send_files_batch_renders_paths_and_download_actions 
136	38560	2	11	1	16817468	tests/test_frontend.py::test_send_files_batch_renders_image_preview_and_lightbox 
141	38560	2	11	1	17027772	tests/test_frontend.py::test_send_file_single_keeps_existing_rendering 
146	38560	2	11	1	17244260	tests/test_frontend.py::test_notify_user_call_is_highlighted_and_navigable_from_the_timeline[compact] 
151	38560	2	11	1	16628340	tests/test_frontend.py::test_restart_button_shows_current_attempt_failure 
156	38560	2	11	1	16589760	tests/test_frontend.py::test_restart_button_shows_current_attempt_failure 
161	38560	2	11	1	16661764	tests/test_frontend.py::test_restart_button_shows_current_attempt_failure 
